YYYYMM,Value,Description,Unit
199401,2931.439,Total Energy Consumed by the Industrial Sector,Trillion Btu
199402,2681.829,Total Energy Consumed by the Industrial Sector,Trillion Btu
199403,2777.344,Total Energy Consumed by the Industrial Sector,Trillion Btu
199404,2680.066,Total Energy Consumed by the Industrial Sector,Trillion Btu
199405,2710.026,Total Energy Consumed by the Industrial Sector,Trillion Btu
199406,2782.969,Total Energy Consumed by the Industrial Sector,Trillion Btu
199407,2792.063,Total Energy Consumed by the Industrial Sector,Trillion Btu
199408,2868.532,Total Energy Consumed by the Industrial Sector,Trillion Btu
199409,2760.095,Total Energy Consumed by the Industrial Sector,Trillion Btu
199410,2867.113,Total Energy Consumed by the Industrial Sector,Trillion Btu
199411,2786.926,Total Energy Consumed by the Industrial Sector,Trillion Btu
199412,2880.842,Total Energy Consumed by the Industrial Sector,Trillion Btu
199501,2828.277,Total Energy Consumed by the Industrial Sector,Trillion Btu
199502,2653.596,Total Energy Consumed by the Industrial Sector,Trillion Btu
199503,2807.856,Total Energy Consumed by the Industrial Sector,Trillion Btu
199504,2738.622,Total Energy Consumed by the Industrial Sector,Trillion Btu
199505,2822.094,Total Energy Consumed by the Industrial Sector,Trillion Btu
199506,2804.577,Total Energy Consumed by the Industrial Sector,Trillion Btu
199507,2888.607,Total Energy Consumed by the Industrial Sector,Trillion Btu
199508,2977.527,Total Energy Consumed by the Industrial Sector,Trillion Btu
199509,2799.21,Total Energy Consumed by the Industrial Sector,Trillion Btu
199510,2879.887,Total Energy Consumed by the Industrial Sector,Trillion Btu
199511,2837.886,Total Energy Consumed by the Industrial Sector,Trillion Btu
199512,2923.666,Total Energy Consumed by the Industrial Sector,Trillion Btu
199601,2952.532,Total Energy Consumed by the Industrial Sector,Trillion Btu
199602,2756.648,Total Energy Consumed by the Industrial Sector,Trillion Btu
199603,2950.993,Total Energy Consumed by the Industrial Sector,Trillion Btu
199604,2746.852,Total Energy Consumed by the Industrial Sector,Trillion Btu
199605,2892.008,Total Energy Consumed by the Industrial Sector,Trillion Btu
199606,2899.141,Total Energy Consumed by the Industrial Sector,Trillion Btu
199607,2922.258,Total Energy Consumed by the Industrial Sector,Trillion Btu
199608,2996.335,Total Energy Consumed by the Industrial Sector,Trillion Btu
199609,2806.866,Total Energy Consumed by the Industrial Sector,Trillion Btu
199610,3076.236,Total Energy Consumed by the Industrial Sector,Trillion Btu
199611,2951.717,Total Energy Consumed by the Industrial Sector,Trillion Btu
199612,2952.385,Total Energy Consumed by the Industrial Sector,Trillion Btu
199701,3014.217,Total Energy Consumed by the Industrial Sector,Trillion Btu
199702,2713.074,Total Energy Consumed by the Industrial Sector,Trillion Btu
199703,2909.528,Total Energy Consumed by the Industrial Sector,Trillion Btu
199704,2880.826,Total Energy Consumed by the Industrial Sector,Trillion Btu
199705,2935.597,Total Energy Consumed by the Industrial Sector,Trillion Btu
199706,2906.227,Total Energy Consumed by the Industrial Sector,Trillion Btu
199707,2995.822,Total Energy Consumed by the Industrial Sector,Trillion Btu
199708,3003.812,Total Energy Consumed by the Industrial Sector,Trillion Btu
199709,2883.193,Total Energy Consumed by the Industrial Sector,Trillion Btu
199710,3033.05,Total Energy Consumed by the Industrial Sector,Trillion Btu
199711,2905.318,Total Energy Consumed by the Industrial Sector,Trillion Btu
199712,3014.337,Total Energy Consumed by the Industrial Sector,Trillion Btu
199801,2946.353,Total Energy Consumed by the Industrial Sector,Trillion Btu
199802,2699.049,Total Energy Consumed by the Industrial Sector,Trillion Btu
199803,2908.14,Total Energy Consumed by the Industrial Sector,Trillion Btu
199804,2812.972,Total Energy Consumed by the Industrial Sector,Trillion Btu
199805,2934.055,Total Energy Consumed by the Industrial Sector,Trillion Btu
199806,2864.557,Total Energy Consumed by the Industrial Sector,Trillion Btu
199807,2976.581,Total Energy Consumed by the Industrial Sector,Trillion Btu
199808,3035.048,Total Energy Consumed by the Industrial Sector,Trillion Btu
199809,2864.771,Total Energy Consumed by the Industrial Sector,Trillion Btu
199810,2938.028,Total Energy Consumed by the Industrial Sector,Trillion Btu
199811,2831.788,Total Energy Consumed by the Industrial Sector,Trillion Btu
199812,3021.099,Total Energy Consumed by the Industrial Sector,Trillion Btu
199901,2912.155,Total Energy Consumed by the Industrial Sector,Trillion Btu
199902,2673.34,Total Energy Consumed by the Industrial Sector,Trillion Btu
199903,2882.955,Total Energy Consumed by the Industrial Sector,Trillion Btu
199904,2822.595,Total Energy Consumed by the Industrial Sector,Trillion Btu
199905,2878.765,Total Energy Consumed by the Industrial Sector,Trillion Btu
199906,2889.671,Total Energy Consumed by the Industrial Sector,Trillion Btu
199907,2959.049,Total Energy Consumed by the Industrial Sector,Trillion Btu
199908,3037.717,Total Energy Consumed by the Industrial Sector,Trillion Btu
199909,2905.725,Total Energy Consumed by the Industrial Sector,Trillion Btu
199910,2939.946,Total Energy Consumed by the Industrial Sector,Trillion Btu
199911,2884.043,Total Energy Consumed by the Industrial Sector,Trillion Btu
199912,2971.659,Total Energy Consumed by the Industrial Sector,Trillion Btu
200001,2906.089,Total Energy Consumed by the Industrial Sector,Trillion Btu
200002,2799.312,Total Energy Consumed by the Industrial Sector,Trillion Btu
200003,2929.981,Total Energy Consumed by the Industrial Sector,Trillion Btu
200004,2780.875,Total Energy Consumed by the Industrial Sector,Trillion Btu
200005,3009.118,Total Energy Consumed by the Industrial Sector,Trillion Btu
200006,2914.762,Total Energy Consumed by the Industrial Sector,Trillion Btu
200007,2875.137,Total Energy Consumed by the Industrial Sector,Trillion Btu
200008,3037.217,Total Energy Consumed by the Industrial Sector,Trillion Btu
200009,2821.727,Total Energy Consumed by the Industrial Sector,Trillion Btu
200010,2875.907,Total Energy Consumed by the Industrial Sector,Trillion Btu
200011,2824.276,Total Energy Consumed by the Industrial Sector,Trillion Btu
200012,2893.414,Total Energy Consumed by the Industrial Sector,Trillion Btu
200101,2835.379,Total Energy Consumed by the Industrial Sector,Trillion Btu
200102,2624.187,Total Energy Consumed by the Industrial Sector,Trillion Btu
200103,2833.628,Total Energy Consumed by the Industrial Sector,Trillion Btu
200104,2705.956,Total Energy Consumed by the Industrial Sector,Trillion Btu
200105,2763.81,Total Energy Consumed by the Industrial Sector,Trillion Btu
200106,2668.823,Total Energy Consumed by the Industrial Sector,Trillion Btu
200107,2707.644,Total Energy Consumed by the Industrial Sector,Trillion Btu
200108,2801.873,Total Energy Consumed by the Industrial Sector,Trillion Btu
200109,2599.288,Total Energy Consumed by the Industrial Sector,Trillion Btu
200110,2806.449,Total Energy Consumed by the Industrial Sector,Trillion Btu
200111,2682.524,Total Energy Consumed by the Industrial Sector,Trillion Btu
200112,2688.551,Total Energy Consumed by the Industrial Sector,Trillion Btu
200201,2765.571,Total Energy Consumed by the Industrial Sector,Trillion Btu
200202,2531.322,Total Energy Consumed by the Industrial Sector,Trillion Btu
200203,2740.883,Total Energy Consumed by the Industrial Sector,Trillion Btu
200204,2693.275,Total Energy Consumed by the Industrial Sector,Trillion Btu
200205,2768.095,Total Energy Consumed by the Industrial Sector,Trillion Btu
200206,2720.315,Total Energy Consumed by the Industrial Sector,Trillion Btu
200207,2834.134,Total Energy Consumed by the Industrial Sector,Trillion Btu
200208,2802.045,Total Energy Consumed by the Industrial Sector,Trillion Btu
200209,2647.285,Total Energy Consumed by the Industrial Sector,Trillion Btu
200210,2724.51,Total Energy Consumed by the Industrial Sector,Trillion Btu
200211,2723.6,Total Energy Consumed by the Industrial Sector,Trillion Btu
200212,2710.342,Total Energy Consumed by the Industrial Sector,Trillion Btu
200301,2777.633,Total Energy Consumed by the Industrial Sector,Trillion Btu
200302,2619.067,Total Energy Consumed by the Industrial Sector,Trillion Btu
200303,2696.749,Total Energy Consumed by the Industrial Sector,Trillion Btu
200304,2666.839,Total Energy Consumed by the Industrial Sector,Trillion Btu
200305,2681.908,Total Energy Consumed by the Industrial Sector,Trillion Btu
200306,2642.514,Total Energy Consumed by the Industrial Sector,Trillion Btu
200307,2766.066,Total Energy Consumed by the Industrial Sector,Trillion Btu
200308,2785.92,Total Energy Consumed by the Industrial Sector,Trillion Btu
200309,2633.157,Total Energy Consumed by the Industrial Sector,Trillion Btu
200310,2764.215,Total Energy Consumed by the Industrial Sector,Trillion Btu
200311,2701.187,Total Energy Consumed by the Industrial Sector,Trillion Btu
200312,2820.221,Total Energy Consumed by the Industrial Sector,Trillion Btu
200401,2801.214,Total Energy Consumed by the Industrial Sector,Trillion Btu
200402,2710.182,Total Energy Consumed by the Industrial Sector,Trillion Btu
200403,2790.504,Total Energy Consumed by the Industrial Sector,Trillion Btu
200404,2720.989,Total Energy Consumed by the Industrial Sector,Trillion Btu
200405,2834.618,Total Energy Consumed by the Industrial Sector,Trillion Btu
200406,2758.882,Total Energy Consumed by the Industrial Sector,Trillion Btu
200407,2828.262,Total Energy Consumed by the Industrial Sector,Trillion Btu
200408,2855.022,Total Energy Consumed by the Industrial Sector,Trillion Btu
200409,2727.521,Total Energy Consumed by the Industrial Sector,Trillion Btu
200410,2811.794,Total Energy Consumed by the Industrial Sector,Trillion Btu
200411,2795.087,Total Energy Consumed by the Industrial Sector,Trillion Btu
200412,2881.414,Total Energy Consumed by the Industrial Sector,Trillion Btu
200501,2811.297,Total Energy Consumed by the Industrial Sector,Trillion Btu
200502,2588.105,Total Energy Consumed by the Industrial Sector,Trillion Btu
200503,2814.424,Total Energy Consumed by the Industrial Sector,Trillion Btu
200504,2620.986,Total Energy Consumed by the Industrial Sector,Trillion Btu
200505,2765.001,Total Energy Consumed by the Industrial Sector,Trillion Btu
200506,2759.404,Total Energy Consumed by the Industrial Sector,Trillion Btu
200507,2713.422,Total Energy Consumed by the Industrial Sector,Trillion Btu
200508,2790.306,Total Energy Consumed by the Industrial Sector,Trillion Btu
200509,2537.177,Total Energy Consumed by the Industrial Sector,Trillion Btu
200510,2601.12,Total Energy Consumed by the Industrial Sector,Trillion Btu
200511,2669.027,Total Energy Consumed by the Industrial Sector,Trillion Btu
200512,2769.801,Total Energy Consumed by the Industrial Sector,Trillion Btu
200601,2723.503,Total Energy Consumed by the Industrial Sector,Trillion Btu
200602,2545.462,Total Energy Consumed by the Industrial Sector,Trillion Btu
200603,2727.992,Total Energy Consumed by the Industrial Sector,Trillion Btu
200604,2577.341,Total Energy Consumed by the Industrial Sector,Trillion Btu
200605,2727.974,Total Energy Consumed by the Industrial Sector,Trillion Btu
200606,2716.596,Total Energy Consumed by the Industrial Sector,Trillion Btu
200607,2707.354,Total Energy Consumed by the Industrial Sector,Trillion Btu
200608,2811.746,Total Energy Consumed by the Industrial Sector,Trillion Btu
200609,2672.223,Total Energy Consumed by the Industrial Sector,Trillion Btu
200610,2765.28,Total Energy Consumed by the Industrial Sector,Trillion Btu
200611,2700.987,Total Energy Consumed by the Industrial Sector,Trillion Btu
200612,2713.402,Total Energy Consumed by the Industrial Sector,Trillion Btu
200701,2798.532,Total Energy Consumed by the Industrial Sector,Trillion Btu
200702,2595.059,Total Energy Consumed by the Industrial Sector,Trillion Btu
200703,2697.417,Total Energy Consumed by the Industrial Sector,Trillion Btu
200704,2645.377,Total Energy Consumed by the Industrial Sector,Trillion Btu
200705,2738.921,Total Energy Consumed by the Industrial Sector,Trillion Btu
200706,2660.591,Total Energy Consumed by the Industrial Sector,Trillion Btu
200707,2693.588,Total Energy Consumed by the Industrial Sector,Trillion Btu
200708,2776.914,Total Energy Consumed by the Industrial Sector,Trillion Btu
200709,2614.73,Total Energy Consumed by the Industrial Sector,Trillion Btu
200710,2709.516,Total Energy Consumed by the Industrial Sector,Trillion Btu
200711,2677.991,Total Energy Consumed by the Industrial Sector,Trillion Btu
200712,2774.106,Total Energy Consumed by the Industrial Sector,Trillion Btu
200801,2822.893,Total Energy Consumed by the Industrial Sector,Trillion Btu
200802,2617.719,Total Energy Consumed by the Industrial Sector,Trillion Btu
200803,2690.233,Total Energy Consumed by the Industrial Sector,Trillion Btu
200804,2602.633,Total Energy Consumed by the Industrial Sector,Trillion Btu
200805,2695.375,Total Energy Consumed by the Industrial Sector,Trillion Btu
200806,2615.164,Total Energy Consumed by the Industrial Sector,Trillion Btu
200807,2647.269,Total Energy Consumed by the Industrial Sector,Trillion Btu
200808,2603.421,Total Energy Consumed by the Industrial Sector,Trillion Btu
200809,2379.829,Total Energy Consumed by the Industrial Sector,Trillion Btu
200810,2658.924,Total Energy Consumed by the Industrial Sector,Trillion Btu
200811,2527.042,Total Energy Consumed by the Industrial Sector,Trillion Btu
200812,2470.755,Total Energy Consumed by the Industrial Sector,Trillion Btu
200901,2510.558,Total Energy Consumed by the Industrial Sector,Trillion Btu
200902,2260.298,Total Energy Consumed by the Industrial Sector,Trillion Btu
200903,2373.714,Total Energy Consumed by the Industrial Sector,Trillion Btu
200904,2247.822,Total Energy Consumed by the Industrial Sector,Trillion Btu
200905,2299.213,Total Energy Consumed by the Industrial Sector,Trillion Btu
200906,2318.955,Total Energy Consumed by the Industrial Sector,Trillion Btu
200907,2337.453,Total Energy Consumed by the Industrial Sector,Trillion Btu
200908,2423.064,Total Energy Consumed by the Industrial Sector,Trillion Btu
200909,2345.568,Total Energy Consumed by the Industrial Sector,Trillion Btu
200910,2417.906,Total Energy Consumed by the Industrial Sector,Trillion Btu
200911,2393.485,Total Energy Consumed by the Industrial Sector,Trillion Btu
200912,2534.43,Total Energy Consumed by the Industrial Sector,Trillion Btu
201001,2526.322,Total Energy Consumed by the Industrial Sector,Trillion Btu
201002,2400.061,Total Energy Consumed by the Industrial Sector,Trillion Btu
201003,2587.859,Total Energy Consumed by the Industrial Sector,Trillion Btu
201004,2465.83,Total Energy Consumed by the Industrial Sector,Trillion Btu
201005,2563.54,Total Energy Consumed by the Industrial Sector,Trillion Btu
201006,2555.428,Total Energy Consumed by the Industrial Sector,Trillion Btu
201007,2570.748,Total Energy Consumed by the Industrial Sector,Trillion Btu
201008,2667.967,Total Energy Consumed by the Industrial Sector,Trillion Btu
201009,2542.955,Total Energy Consumed by the Industrial Sector,Trillion Btu
201010,2516.047,Total Energy Consumed by the Industrial Sector,Trillion Btu
201011,2555.236,Total Energy Consumed by the Industrial Sector,Trillion Btu
201012,2716.099,Total Energy Consumed by the Industrial Sector,Trillion Btu
201101,2687.543,Total Energy Consumed by the Industrial Sector,Trillion Btu
201102,2407.788,Total Energy Consumed by the Industrial Sector,Trillion Btu
201103,2682.092,Total Energy Consumed by the Industrial Sector,Trillion Btu
201104,2495.74,Total Energy Consumed by the Industrial Sector,Trillion Btu
201105,2545.024,Total Energy Consumed by the Industrial Sector,Trillion Btu
201106,2540.893,Total Energy Consumed by the Industrial Sector,Trillion Btu
201107,2594.552,Total Energy Consumed by the Industrial Sector,Trillion Btu
201108,2672.134,Total Energy Consumed by the Industrial Sector,Trillion Btu
201109,2510.957,Total Energy Consumed by the Industrial Sector,Trillion Btu
201110,2601.248,Total Energy Consumed by the Industrial Sector,Trillion Btu
201111,2624.762,Total Energy Consumed by the Industrial Sector,Trillion Btu
201112,2615.174,Total Energy Consumed by the Industrial Sector,Trillion Btu
201201,2676.962,Total Energy Consumed by the Industrial Sector,Trillion Btu
201202,2536.864,Total Energy Consumed by the Industrial Sector,Trillion Btu
201203,2565.827,Total Energy Consumed by the Industrial Sector,Trillion Btu
201204,2481.314,Total Energy Consumed by the Industrial Sector,Trillion Btu
201205,2609.053,Total Energy Consumed by the Industrial Sector,Trillion Btu
201206,2547.267,Total Energy Consumed by the Industrial Sector,Trillion Btu
201207,2612.394,Total Energy Consumed by the Industrial Sector,Trillion Btu
201208,2645.429,Total Energy Consumed by the Industrial Sector,Trillion Btu
201209,2471.971,Total Energy Consumed by the Industrial Sector,Trillion Btu
201210,2633.646,Total Energy Consumed by the Industrial Sector,Trillion Btu
201211,2604.577,Total Energy Consumed by the Industrial Sector,Trillion Btu
201212,2667.785,Total Energy Consumed by the Industrial Sector,Trillion Btu
201301,2722.01,Total Energy Consumed by the Industrial Sector,Trillion Btu
201302,2467.111,Total Energy Consumed by the Industrial Sector,Trillion Btu
201303,2603.426,Total Energy Consumed by the Industrial Sector,Trillion Btu
201304,2507.863,Total Energy Consumed by the Industrial Sector,Trillion Btu
201305,2647.81,Total Energy Consumed by the Industrial Sector,Trillion Btu
201306,2577.046,Total Energy Consumed by the Industrial Sector,Trillion Btu
201307,2674.809,Total Energy Consumed by the Industrial Sector,Trillion Btu
201308,2655.784,Total Energy Consumed by the Industrial Sector,Trillion Btu
201309,2598.483,Total Energy Consumed by the Industrial Sector,Trillion Btu
201310,2682.783,Total Energy Consumed by the Industrial Sector,Trillion Btu
201311,2719.153,Total Energy Consumed by the Industrial Sector,Trillion Btu
201312,2767.483,Total Energy Consumed by the Industrial Sector,Trillion Btu
201401,2800.114,Total Energy Consumed by the Industrial Sector,Trillion Btu
201402,2488.248,Total Energy Consumed by the Industrial Sector,Trillion Btu
201403,2626.872,Total Energy Consumed by the Industrial Sector,Trillion Btu
201404,2568.023,Total Energy Consumed by the Industrial Sector,Trillion Btu
201405,2622.522,Total Energy Consumed by the Industrial Sector,Trillion Btu
201406,2585.837,Total Energy Consumed by the Industrial Sector,Trillion Btu
201407,2693.202,Total Energy Consumed by the Industrial Sector,Trillion Btu
201408,2704.499,Total Energy Consumed by the Industrial Sector,Trillion Btu
201409,2608.876,Total Energy Consumed by the Industrial Sector,Trillion Btu
201410,2686.861,Total Energy Consumed by the Industrial Sector,Trillion Btu
201411,2683.767,Total Energy Consumed by the Industrial Sector,Trillion Btu
201412,2725.4,Total Energy Consumed by the Industrial Sector,Trillion Btu
201501,2763.486,Total Energy Consumed by the Industrial Sector,Trillion Btu
201502,2550.863,Total Energy Consumed by the Industrial Sector,Trillion Btu
201503,2627,Total Energy Consumed by the Industrial Sector,Trillion Btu
201504,2544.225,Total Energy Consumed by the Industrial Sector,Trillion Btu
201505,2641.813,Total Energy Consumed by the Industrial Sector,Trillion Btu
201506,2657.463,Total Energy Consumed by the Industrial Sector,Trillion Btu
201507,2730.851,Total Energy Consumed by the Industrial Sector,Trillion Btu
201508,2705.06,Total Energy Consumed by the Industrial Sector,Trillion Btu
201509,2545.299,Total Energy Consumed by the Industrial Sector,Trillion Btu
201510,2556.93,Total Energy Consumed by the Industrial Sector,Trillion Btu
201511,2521.665,Total Energy Consumed by the Industrial Sector,Trillion Btu
201512,2620.991,Total Energy Consumed by the Industrial Sector,Trillion Btu
201601,2730.98,Total Energy Consumed by the Industrial Sector,Trillion Btu
201602,2584.489,Total Energy Consumed by the Industrial Sector,Trillion Btu
201603,2621.279,Total Energy Consumed by the Industrial Sector,Trillion Btu
201604,2504.051,Total Energy Consumed by the Industrial Sector,Trillion Btu
201605,2561.91,Total Energy Consumed by the Industrial Sector,Trillion Btu
201606,2573.465,Total Energy Consumed by the Industrial Sector,Trillion Btu
201607,2647.659,Total Energy Consumed by the Industrial Sector,Trillion Btu
201608,2728.906,Total Energy Consumed by the Industrial Sector,Trillion Btu
201609,2540.375,Total Energy Consumed by the Industrial Sector,Trillion Btu
201610,2608.315,Total Energy Consumed by the Industrial Sector,Trillion Btu
201611,2585.887,Total Energy Consumed by the Industrial Sector,Trillion Btu
201612,2758.453,Total Energy Consumed by the Industrial Sector,Trillion Btu
201701,2729.008,Total Energy Consumed by the Industrial Sector,Trillion Btu
201702,2433.791,Total Energy Consumed by the Industrial Sector,Trillion Btu
201703,2716.255,Total Energy Consumed by the Industrial Sector,Trillion Btu
201704,2554.257,Total Energy Consumed by the Industrial Sector,Trillion Btu
201705,2664.493,Total Energy Consumed by the Industrial Sector,Trillion Btu
201706,2639.826,Total Energy Consumed by the Industrial Sector,Trillion Btu
201707,2720.504,Total Energy Consumed by the Industrial Sector,Trillion Btu
201708,2701.287,Total Energy Consumed by the Industrial Sector,Trillion Btu
201709,2569.222,Total Energy Consumed by the Industrial Sector,Trillion Btu
201710,2669.856,Total Energy Consumed by the Industrial Sector,Trillion Btu
201711,2728.786,Total Energy Consumed by the Industrial Sector,Trillion Btu
201712,2827.926,Total Energy Consumed by the Industrial Sector,Trillion Btu
201801,2834.223,Total Energy Consumed by the Industrial Sector,Trillion Btu
201802,2520.578,Total Energy Consumed by the Industrial Sector,Trillion Btu
201803,2764.088,Total Energy Consumed by the Industrial Sector,Trillion Btu
201804,2595.157,Total Energy Consumed by the Industrial Sector,Trillion Btu
201805,2747.383,Total Energy Consumed by the Industrial Sector,Trillion Btu
201806,2679.517,Total Energy Consumed by the Industrial Sector,Trillion Btu
201807,2761.916,Total Energy Consumed by the Industrial Sector,Trillion Btu
201808,2871.84,Total Energy Consumed by the Industrial Sector,Trillion Btu
201809,2648.561,Total Energy Consumed by the Industrial Sector,Trillion Btu
197301,1506.38,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197302,1439.361,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197303,1561.162,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197304,1479.971,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197305,1621.585,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197306,1540.532,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197307,1583.965,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197308,1646.394,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197309,1502.988,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197310,1577.804,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197311,1582.22,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197312,1534.862,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197401,1439.083,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197402,1339.339,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197403,1480.5,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197404,1467.268,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197405,1556.574,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197406,1525.441,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197407,1578.384,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197408,1601.286,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197409,1456.303,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197410,1569.924,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197411,1507.699,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197412,1565.376,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197501,1542.555,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197502,1359.325,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197503,1516.838,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197504,1508.229,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197505,1542.378,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197506,1526.826,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197507,1557.246,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197508,1557.471,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197509,1490.844,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197510,1568.36,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197511,1442.298,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197512,1598.123,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197601,1532.245,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197602,1419.173,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197603,1604.614,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197604,1581.987,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197605,1564.477,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197606,1610.508,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197607,1648.182,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197608,1606.282,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197609,1579.52,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197610,1599.725,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197611,1599.713,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197612,1720.249,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197701,1582.153,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197702,1527.15,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197703,1656.555,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197704,1638.161,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197705,1617.665,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197706,1675.118,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197707,1666.152,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197708,1712.899,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197709,1644.563,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197710,1666.93,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197711,1647.406,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197712,1751.465,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197801,1648.556,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197802,1576.475,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197803,1762.251,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197804,1668.784,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197805,1784.235,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197806,1741.375,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197807,1721.157,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197808,1799.173,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197809,1654.273,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197810,1735.024,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197811,1722.793,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197812,1768.665,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197901,1736.055,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197902,1669.22,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197903,1833.211,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197904,1650.616,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197905,1738.592,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197906,1674.656,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197907,1659.04,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197908,1743.57,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197909,1628.985,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197910,1735.36,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197911,1642.999,Primary Energy Consumed by the Transportation Sector,Trillion Btu
197912,1724.954,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198001,1679.975,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198002,1626.026,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198003,1687.585,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198004,1674.912,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198005,1653.083,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198006,1587.224,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198007,1641.318,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198008,1597.687,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198009,1591.445,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198010,1676.766,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198011,1541.482,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198012,1699.934,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198101,1705.613,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198102,1507.877,Primary Energy Consumed by the Transportation Sector,Trillion Btu
198103,1639.094,Primary Energy Consumed by the Transportation Sector,Trillion Btu
