YYYYMM,Value,Description,Unit
200209,165366.309,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200210,159099.295,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200211,156053.655,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200212,172189.765,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200301,181313.153,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200302,156982.482,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200303,155001.775,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200304,141959.981,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200305,150262.977,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200306,162284.631,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200307,181852.319,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200308,185331.824,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200309,164910.002,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200310,159322.942,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200311,158223.194,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200312,176291.472,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200401,180657.421,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200402,161503.092,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200403,154288.419,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200404,141470.956,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200405,157016.377,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200406,167641.906,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200407,181491.821,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200408,178181.343,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200409,164252.923,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200410,157605.095,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200411,157435.994,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200412,176755.201,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200501,177013.907,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200502,155818.014,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200503,163612.7,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200504,143083.239,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200505,153957.962,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200506,174866.997,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200507,186090.757,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200508,187573.754,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200509,171656.215,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200510,162436.793,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200511,158797.527,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200512,177965.18,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200601,169236.081,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200602,158616.189,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200603,161325.115,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200604,141426.234,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200605,157009.755,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200606,169693.478,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200607,187820.872,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200608,189454.93,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200609,161590.354,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200610,161389.659,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200611,159439.517,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200612,173508.951,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200701,175739.438,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200702,163602.813,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200703,159811.074,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200704,146249.541,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200705,157513.281,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200706,173512.884,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200707,185053.788,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200708,190134.816,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200709,169391.273,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200710,162234.356,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200711,159382.455,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200712,173829.866,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200801,182875.504,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200802,166666.355,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200803,160743.243,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200804,146983.024,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200805,154915.901,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200806,171043.279,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200807,186733.456,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200808,180576.493,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200809,161356.347,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200810,151840.715,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200811,154281.198,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200812,167785.73,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200901,171925.15,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200902,140915.785,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200903,135530.328,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200904,125934.973,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200905,131673.058,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200906,148086.771,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200907,158233.869,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200908,163260.483,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200909,137144.648,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200910,139955.577,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200911,136809.575,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
200912,166434.036,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201001,173320.161,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201002,153044.159,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201003,144405.633,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201004,126951.885,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201005,143272.494,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201006,165491.489,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201007,179600.499,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201008,177745.32,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201009,148745.672,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201010,132269.835,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201011,135185.045,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201012,167258.086,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201101,170802.679,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201102,138311.157,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201103,134845.231,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201104,124488.257,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201105,137101.565,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201106,158055.213,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201107,176585.82,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201108,171280.534,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201109,140941.149,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201110,126626.973,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201111,121462.711,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201112,132928.716,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201201,129090.99,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201202,113872.047,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201203,105525.547,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201204,96285.441,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201205,115982.647,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201206,131261.036,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201207,160450.263,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201208,152181.055,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201209,125588.608,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201210,120999.339,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201211,128727.066,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201212,134078.908,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201301,138104.821,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201302,123546.805,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201303,130633.56,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201304,111834.683,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201305,119512.5,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
201306,138283.216,"Electricity Net Generation From Coal, All Sectors",Million Kilowatthours
